Entrez ID;Gene symbol;Present in Signature dB;CAR Matched gene;RCDdb Matched gene;COSMIC Driver;COSMIC Tier;Category Search;RCD count;RCD form;Description;Summary;Other aliases;Chromosome;Start;End;Map location;RCDdb match gene
1459;CSNK2A2;Yes;No;Yes;no driver gene;0;cancer;1;Apoptosis;casein kinase 2 alpha 2;This gene encodes the alpha', or alpha 2, catalytic subunit of the protein kinase enzyme, casein kinase 2 (CK2). Casein kinase 2 is a serine/threonine protein kinase that phosphorylates acidic proteins such as casein. It is involved in various cellular processes, including cell cycle control, apoptosis, and circadian rhythms. This heterotetrameric kinase includes two catalytic subunits, either alpha or alpha', and two regulatory beta subunits. The closely related gene paralog encoding the alpha, or alpha 1 subunit (CSNK2A1, Gene ID: 1457) is found on chromosome 20. An intronic variant in this gene (alpha 2) may be associated with leukocyte telomere length in a South Asian population. A related transcribed pseudogene is found on chromosome 11. [provided by RefSeq, Aug 2017];CK2A2, CK2alpha', CSNK2A1;16;58198105;58157906;16q21;Yes
1460;CSNK2B;Yes;No;No;no driver gene;0;tumor;1;Necrosis;casein kinase 2 beta;This gene encodes the beta subunit of casein kinase II, a ubiquitous protein kinase which regulates metabolic pathways, signal transduction, transcription, translation, and replication. The enzyme is composed of three subunits, alpha, alpha prime and beta, which form a tetrameric holoenzyme. The alpha and alpha prime subunits are catalytic, while the beta subunit serves regulatory functions. The enzyme localizes to the endoplasmic reticulum and the Golgi apparatus. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2013];CK2B, CK2N, CSK2B, Ckb1, Ckb2, G5A, POBINDS;6;31666079;31670066;6p21.33;No
1464;CSPG4;Yes;No;No;no driver gene;0;tumor;2;Anoikis/Apoptosis;chondroitin sulfate proteoglycan 4;A human melanoma-associated chondroitin sulfate proteoglycan plays a role in stabilizing cell-substratum interactions during early events of melanoma cell spreading on endothelial basement membranes. CSPG4 represents an integral membrane chondroitin sulfate proteoglycan expressed by human malignant melanoma cells. [provided by RefSeq, Jul 2008];CSPG4A, HMW-MAA, MCSP, MCSPG, MEL-CSPG, MSK16, NG2;15;75713465;75674321;15q24.2;No
64651;CSRNP1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;cysteine and serine rich nuclear protein 1;This gene encodes a protein that localizes to the nucleus and expression of this gene is induced in response to elevated levels of axin. The Wnt signalling pathway, which is negatively regulated by axin, is important in axis formation in early development and impaired regulation of this signalling pathway is often involved in tumors. A decreased level of expression of this gene in tumors compared to the level of expression in their corresponding normal tissues suggests that this gene product has a tumor suppressor function. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016];AXUD1, CSRNP-1, FAM130B, TAIP-3, URAX1;3;39154640;39141854;3p22.2;No
1469;CST1;Yes;No;No;no driver gene;0;tumor;1;Cellular senescence;cystatin SN;The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes a cysteine proteinase inhibitor found in saliva, tears, urine, and seminal fluid. [provided by RefSeq, Jul 2008];;20;23750934;23747561;20p11.21;No
1471;CST3;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Necrosis;cystatin C;The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes the most abundant extracellular inhibitor of cysteine proteases, which is found in high concentrations in biological fluids and is expressed in virtually all organs of the body. A mutation in this gene has been associated with amyloid angiopathy. Expression of this protein in vascular wall smooth muscle cells is severely reduced in both atherosclerotic and aneurysmal aortic lesions, establishing its role in vascular disease. In addition, this protein has been shown to have an antimicrobial function, inhibiting the replication of herpes simplex virus. Alternative splicing results in multiple transcript variants encoding a single protein. [provided by RefSeq, Nov 2014];ARMD11, HEL-S-2;20;23637954;23626705;20p11.21;No
1475;CSTA;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;cystatin A;The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins, and kininogens. This gene encodes a stefin that functions as a cysteine protease inhibitor, forming tight complexes with papain and the cathepsins B, H, and L. The protein is one of the precursor proteins of cornified cell envelope in keratinocytes and plays a role in epidermal development and maintenance. Stefins have been proposed as prognostic and diagnostic tools for cancer. [provided by RefSeq, Jul 2008];AREI, PSS4, STF1, STFA;3;122325247;122341968;3q21.1;No
1476;CSTB;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;cystatin B;The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and kininogens. This gene encodes a stefin that functions as an intracellular thiol protease inhibitor. The protein is able to form a dimer stabilized by noncovalent forces, inhibiting papain and cathepsins l, h and b. The protein is thought to play a role in protecting against the proteases leaking from lysosomes. Evidence indicates that mutations in this gene are responsible for the primary defects in patients with progressive myoclonic epilepsy (EPM1). One type of mutation responsible for EPM1 is the expansion in the promoter region of this gene of a CCCCGCCCCGCG repeat from 2-3 copies to 30-78 copies. [provided by RefSeq, Jul 2016];CPI-B, CST6, EPM1, EPM1A, PME, STFB, ULD;21;43776307;43773949;21q22.3;No
728911;CT45A2;No;No;No;no driver gene;0;tumor;1;Apoptosis;cancer/testis antigen family 45 member A2;This gene represents one of a cluster of several similar genes located on the q arm of chromosome X. The genes in this cluster encode members of the cancer/testis (CT) family of antigens, and are distinct from other CT antigens. These antigens are thought to be novel therapeutic targets for human cancers. [provided by RefSeq, Apr 2014];CT45-2, CT45.2, CT45A8, CT45A9;X;135820065;135811667;Xq26.3;No
1487;CTBP1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;C-terminal binding protein 1;This gene encodes a protein that binds to the C-terminus of adenovirus E1A proteins. This phosphoprotein is a transcriptional repressor and may play a role during cellular proliferation. This protein and the product of a second closely related gene, CTBP2, can dimerize. Both proteins can also interact with a polycomb group protein complex which participates in regulation of gene expression during development. Alternative splicing of transcripts from this gene results in multiple transcript variants. [provided by RefSeq, Jul 2008];BARS, HADDTS;4;1250354;1211444;4p16.3;No
285463;CTBP1-AS;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;CTBP1 antisense RNA;no summary available;PCAT10;4;1210119;1218590;4p16.3;No
92070;CTBP1-DT;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;CTBP1 divergent transcript;no summary available;C4orf42, CTBP1-AS1, CTBP1-AS2, DDUP;4;1249439;1253006;4p16.3;No
1488;CTBP2;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;C-terminal binding protein 2;"This gene produces alternative transcripts encoding two distinct proteins. One protein is a transcriptional repressor, while the other isoform is a major component of specialized synapses known as synaptic ribbons. Both proteins contain a NAD+ binding domain similar to NAD+-dependent 2-hydroxyacid dehydrogenases. A portion of the 3' untranslated region was used to map this gene to chromosome 21q21.3; however, it was noted that similar loci elsewhere in the genome are likely. Blast analysis shows that this gene is present on chromosome 10. Several transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Feb 2014]";;10;125162462;124984316;10q26.13;No
10664;CTCF;Yes;No;No;driver gene;1;tumor;1;Apoptosis;CCCTC-binding factor;This gene is a member of the BORIS + CTCF gene family and encodes a transcriptional regulator protein with 11 highly conserved zinc finger (ZF) domains. This nuclear protein is able to use different combinations of the ZF domains to bind different DNA target sequences and proteins. Depending upon the context of the site, the protein can bind a histone acetyltransferase (HAT)-containing complex and function as a transcriptional activator or bind a histone deacetylase (HDAC)-containing complex and function as a transcriptional repressor. If the protein is bound to a transcriptional insulator element, it can block communication between enhancers and upstream promoters, thereby regulating imprinted expression. Mutations in this gene have been associated with invasive breast cancers, prostate cancers, and Wilms' tumors. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2010];CFAP108, FAP108, MRD21;16;67562525;67639184;16q22.1;No
140690;CTCFL;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Cellular senescence;CCCTC-binding factor like;CCCTC-binding factor (CTCF), an 11-zinc-finger factor involved in gene regulation, utilizes different zinc fingers to bind varying DNA target sites. CTCF forms methylation-sensitive insulators that regulate X-chromosome inactivation. This gene is a paralog of CTCF and appears to be expressed primarily in the cytoplasm of spermatocytes, unlike CTCF which is expressed primarily in the nucleus of somatic cells. CTCF and the protein encoded by this gene are normally expressed in a mutually exclusive pattern that correlates with resetting of methylation marks during male germ cell differentiation. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2012];BORIS, CT27, CTCF-T, HMGB1L1, dJ579F20.2;20;57525651;57495964;20q13.31;No
1489;CTF1;Yes;No;No;no driver gene;0;cancer;3;Apoptosis/Autophagy/Necrosis;cardiotrophin 1;The protein encoded by this gene is a secreted cytokine that induces cardiac myocyte hypertrophy in vitro. It has been shown to bind and activate the ILST/gp130 receoptor. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2008];CT-1, CT1;16;30895845;30903559;16p11.2;No
1491;CTH;Yes;No;Yes;no driver gene;0;cancer;2;Apoptosis/Ferroptosis;cystathionine gamma-lyase;This gene encodes a cytoplasmic enzyme in the trans-sulfuration pathway that converts cystathione derived from methionine into cysteine. Glutathione synthesis in the liver is dependent upon the availability of cysteine. Mutations in this gene cause cystathioninuria. Alternative splicing of this gene results in three transcript variants encoding different isoforms. [provided by RefSeq, Jun 2010];CGL, CSE;1;70411267;70439850;1p31.1;Yes
115908;CTHRC1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;collagen triple helix repeat containing 1;This locus encodes a protein that may play a role in the cellular response to arterial injury through involvement in vascular remodeling. Mutations at this locus have been associated with Barrett esophagus and esophageal adenocarcinoma. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jan 2012];;8;103371537;103382988;8q22.3;No
1493;CTLA4;Yes;No;No;no driver gene;0;tumor;3;Apoptosis/Autophagy/Necrosis;cytotoxic T-lymphocyte associated protein 4;This gene is a member of the immunoglobulin superfamily and encodes a protein which transmits an inhibitory signal to T cells. The protein contains a V domain, a transmembrane domain, and a cytoplasmic tail. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. The membrane-bound isoform functions as a homodimer interconnected by a disulfide bond, while the soluble isoform functions as a monomer. Mutations in this gene have been associated with insulin-dependent diabetes mellitus, Graves disease, Hashimoto thyroiditis, celiac disease, systemic lupus erythematosus, thyroid-associated orbitopathy, and other autoimmune diseases. [provided by RefSeq, Jul 2008];ALPS5, CD, CD152, CELIAC3, CTLA-4, GRD4, GSE, IDDM12;2;203867770;203873964;2q33.2;No
8727;CTNNAL1;Yes;No;No;no driver gene;0;tumor;1;Cellular senescence;catenin alpha like 1;Predicted to enable actin filament binding activity and cadherin binding activity. Acts upstream of or within Rho protein signal transduction. Located in cytosol. [provided by Alliance of Genome Resources, Apr 2022];ACRP, CLLP, alpha-CATU;9;109013498;108942576;9q31.3;No
1499;CTNNB1;Yes;No;Yes;driver gene;1;cancer;5;Anoikis/Apoptosis/Autophagy/Ferroptosis/Necrosis;catenin beta 1;The protein encoded by this gene is part of a complex of proteins that constitute adherens junctions (AJs). AJs are necessary for the creation and maintenance of epithelial cell layers by regulating cell growth and adhesion between cells. The encoded protein also anchors the actin cytoskeleton and may be responsible for transmitting the contact inhibition signal that causes cells to stop dividing once the epithelial sheet is complete. Finally, this protein binds to the product of the APC gene, which is mutated in adenomatous polyposis of the colon. Mutations in this gene are a cause of colorectal cancer (CRC), pilomatrixoma (PTR), medulloblastoma (MDB), and ovarian cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2016];CTNNB, EVR7, MRD19, NEDSDV, armadillo;3;41199504;41240442;3p22.1;Yes
56998;CTNNBIP1;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Necrosis;catenin beta interacting protein 1;The protein encoded by this gene binds CTNNB1 and prevents interaction between CTNNB1 and TCF family members. The encoded protein is a negative regulator of the Wnt signaling pathway. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008];ICAT;1;9910268;9848275;1p36.22;No
1500;CTNND1;Yes;No;No;driver gene;1;cancer;2;Anoikis/Apoptosis;catenin delta 1;This gene encodes a member of the Armadillo protein family, which function in adhesion between cells and signal transduction. Multiple translation initiation codons and alternative splicing result in many different isoforms being translated. Not all of the full-length natures of the described transcript variants have been determined. Read-through transcription also exists between this gene and the neighboring upstream thioredoxin-related transmembrane protein 2 (TMX2) gene. [provided by RefSeq, Dec 2010];BCDS2, CAS, CTNND, P120CAS, P120CTN, p120, p120(CAS), p120(CTN);11;57761801;57819539;11q12.1;No
5476;CTSA;Yes;No;Yes;no driver gene;0;cancer;1;Autophagy;cathepsin A;This gene encodes a member of the peptidase S10 family of serine carboxypeptidases. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate two chains that comprise the heterodimeric active enzyme. This enzyme possesses deamidase, esterase and carboxypeptidase activities and acts as a scaffold in the lysosomal multienzyme complex. Mutations in this gene are associated with galactosialidosis. [provided by RefSeq, Nov 2015];GLB2, GSL, NGBE, PPCA, PPGB;20;45891334;45898819;20q13.12;Yes
1508;CTSB;Yes;No;Yes;no driver gene;0;cancer;5;Apoptosis/Autophagy/Cellular senescence/Ferroptosis/Necroptosis;cathepsin B;This gene encodes a member of the C1 family of peptidases. Alternative splicing of this gene results in multiple transcript variants. At least one of these variants encodes a preproprotein that is proteolytically processed to generate multiple protein products. These products include the cathepsin B light and heavy chains, which can dimerize to form the double chain form of the enzyme. This enzyme is a lysosomal cysteine protease with both endopeptidase and exopeptidase activity that may play a role in protein turnover. It is also known as amyloid precursor protein secretase and is involved in the proteolytic processing of amyloid precursor protein (APP). Incomplete proteolytic processing of APP has been suggested to be a causative factor in Alzheimer's disease, the most common cause of dementia. Overexpression of the encoded protein has been associated with esophageal adenocarcinoma and other tumors. Both Cathepsin B and Cathepsin L are involved in the cleavage of the spike protein from the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) upon its entry to the human host cell. Multiple pseudogenes of this gene have been identified. [provided by RefSeq, Sep 2020];APPS, CPSB, KWE, RECEUP;8;11868086;11842523;8p23.1;Yes
1075;CTSC;Yes;No;Yes;no driver gene;0;tumor;2;Apoptosis/Autophagy;cathepsin C;This gene encodes a member of the peptidase C1 family and lysosomal cysteine proteinase that appears to be a central coordinator for activation of many serine proteinases in cells of the immune system. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate heavy and light chains that form a disulfide-linked dimer. A portion of the propeptide acts as an intramolecular chaperone for the folding and stabilization of the mature enzyme. This enzyme requires chloride ions for activity and can degrade glucagon. Defects in the encoded protein have been shown to be a cause of Papillon-Lefevre syndrome, an autosomal recessive disorder characterized by palmoplantar keratosis and periodontitis. [provided by RefSeq, Nov 2015];CPPI, DPP-I, DPP1, DPPI, HMS, JP, JPD, PALS, PDON1, PLS;11;88337735;88293591;11q14.2;Yes
1509;CTSD;Yes;No;Yes;no driver gene;0;cancer;4;Apoptosis/Autophagy/Cellular senescence/Necrosis;cathepsin D;This gene encodes a member of the A1 family of peptidases. The encoded preproprotein is proteolytically processed to generate multiple protein products. These products include the cathepsin D light and heavy chains, which heterodimerize to form the mature enzyme. This enzyme exhibits pepsin-like activity and plays a role in protein turnover and in the proteolytic activation of hormones and growth factors. Mutations in this gene play a causal role in neuronal ceroid lipofuscinosis-10 and may be involved in the pathogenesis of several other diseases, including breast cancer and possibly Alzheimer's disease. [provided by RefSeq, Nov 2015];CLN10, CPSD, HEL-S-130P;11;1763926;1752754;11p15.5;Yes
1510;CTSE;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;cathepsin E;This gene encodes a member of the A1 family of peptidases. Alternative splicing of this gene results in multiple transcript variants. At least one of these variants encodes a preproprotein that is proteolytically processed to generate the mature enzyme. This enzyme, an aspartic endopeptidase, may be involved in antigen processing and the maturation of secretory proteins. Elevated expression of this gene has been observed in neurodegeneration. [provided by RefSeq, Nov 2015];CATE;1;206023894;206009263;1q32.1;No
1512;CTSH;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;cathepsin H;The protein encoded by this gene is a lysosomal cysteine proteinase important in the overall degradation of lysosomal proteins. It is composed of a dimer of disulfide-linked heavy and light chains, both produced from a single protein precursor. The encoded protein, which belongs to the peptidase C1 protein family, can act both as an aminopeptidase and as an endopeptidase. Increased expression of this gene has been correlated with malignant progression of prostate tumors. Alternate splicing of this gene results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016];ACC-4, ACC-5, ACC4, ACC5, CPSB;15;78945045;78921057;15q25.1;No
1513;CTSK;Yes;No;No;no driver gene;0;cancer;2;Autophagy/Necrosis;cathepsin K;The protein encoded by this gene is a lysosomal cysteine proteinase involved in bone remodeling and resorption. This protein, which is a member of the peptidase C1 protein family, is predominantly expressed in osteoclasts. However, the encoded protein is also expressed in a significant fraction of human breast cancers, where it could contribute to tumor invasiveness. Mutations in this gene are the cause of pycnodysostosis, an autosomal recessive disease characterized by osteosclerosis and short stature. [provided by RefSeq, Apr 2013];CTS02, CTSO, CTSO1, CTSO2, PKND, PYCD;1;150808259;150796207;1q21.3;No
1514;CTSL;Yes;No;Yes;no driver gene;0;cancer;3;Apoptosis/Autophagy/Necrosis;cathepsin L;The protein encoded by this gene is a lysosomal cysteine proteinase that plays a major role in intracellular protein catabolism. Its substrates include collagen and elastin, as well as alpha-1 protease inhibitor, a major controlling element of neutrophil elastase activity. The encoded protein has been implicated in several pathologic processes, including myofibril necrosis in myopathies and in myocardial ischemia, and in the renal tubular response to proteinuria. This protein, which is a member of the peptidase C1 family, is a dimer composed of disulfide-linked heavy and light chains, both produced from a single protein precursor. Additionally, this protein cleaves the S1 subunit of the SARS-CoV-2 spike protein, which is necessary for entry of the virus into the cell. [provided by RefSeq, Aug 2020];CATL, CTSL1, MEP;9;87726118;87731468;9q21.33;Yes
1520;CTSS;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Autophagy;cathepsin S;The preproprotein encoded by this gene, a member of the peptidase C1 family, is a lysosomal cysteine proteinase that participates in the degradation of antigenic proteins to peptides for presentation on MHC class II molecules. The mature protein cleaves the invariant chain of MHC class II molecules in endolysosomal compartments and enables the formation of antigen-MHC class II complexes and the proper display of extracellular antigenic peptides by MHC-II. The mature protein also functions as an elastase over a broad pH range. When secreted from cells, this protein can remodel components of the extracellular matrix such as elastin, collagen, and fibronectin. This gene is implicated in the pathology of many inflammatory and autoimmune diseases and, given its elastase activity, plays a significant role in some pulmonary diseases. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2020];;1;150765777;150730187;1q21.3;No
1515;CTSV;Yes;No;No;no driver gene;0;cancer;1;Pyroptosis;cathepsin V;The protein encoded by this gene, a member of the peptidase C1 family, is a lysosomal cysteine proteinase that may play an important role in corneal physiology. This gene is expressed in colorectal and breast carcinomas but not in normal colon, mammary gland, or peritumoral tissues, suggesting a possible role for this gene in tumor processes. Alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jan 2011];CATL2, CTSL2, CTSU;9;97039642;97029676;9q22.33;No
1522;CTSZ;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Cellular senescence;cathepsin Z;The protein encoded by this gene is a lysosomal cysteine proteinase and member of the peptidase C1 family. It exhibits both carboxy-monopeptidase and carboxy-dipeptidase activities. The encoded protein has also been known as cathepsin X and cathepsin P. This gene is expressed ubiquitously in cancer cell lines and primary tumors and, like other members of this family, may be involved in tumorigenesis. [provided by RefSeq, Oct 2008];CTSX;20;59007253;58995184;20q13.32;No
2017;CTTN;Yes;No;Yes;no driver gene;0;tumor;3;Anoikis/Apoptosis/Autophagy;cortactin;This gene is overexpressed in breast cancer and squamous cell carcinomas of the head and neck. The encoded protein is localized in the cytoplasm and in areas of the cell-substratum contacts. This gene has two roles: (1) regulating the interactions between components of adherens-type junctions and (2) organizing the cytoskeleton and cell adhesion structures of epithelia and carcinoma cells. During apoptosis, the encoded protein is degraded in a caspase-dependent manner. The aberrant regulation of this gene contributes to tumor cell invasion and metastasis. Three splice variants that encode different isoforms have been identified for this gene. [provided by RefSeq, May 2010];EMS1;11;70398528;70436574;11q13.3;Yes
8452;CUL3;Yes;No;Yes;driver gene;1;tumor;2;Apoptosis/Autophagy;cullin 3;This gene encodes a member of the cullin protein family. The encoded protein plays a critical role in the polyubiquitination and subsequent degradation of specific protein substrates as the core component and scaffold protein of an E3 ubiquitin ligase complex. Complexes including the encoded protein may also play a role in late endosome maturation. Mutations in this gene are a cause of type 2E pseudohypoaldosteronism. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Mar 2012];CUL-3, NEDAUS, PHA2E;2;224585362;224470149;2q36.2;Yes
8451;CUL4A;Yes;No;Yes;no driver gene;0;tumor;2;Apoptosis/Autophagy;cullin 4A;CUL4A is the ubiquitin ligase component of a multimeric complex involved in the degradation of DNA damage-response proteins (Liu et al., 2009 [PubMed 19481525]).[supplied by OMIM, Oct 2009];;13;113208192;113267107;13q34;Yes
8450;CUL4B;Yes;No;No;no driver gene;0;tumor;4;Apoptosis/Autophagy/Cellular senescence/Ferroptosis;cullin 4B;This gene is a member of the cullin family. The encoded protein forms a complex that functions as an E3 ubiquitin ligase and catalyzes the polyubiquitination of specific protein substrates in the cell. The protein interacts with a ring finger protein, and is required for the proteolysis of several regulators of DNA replication including chromatin licensing and DNA replication factor 1 and cyclin E. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008];CUL-4B, MRXHF2, MRXS15, MRXSC, SFM2;X;120575531;120523857;Xq24;No
8065;CUL5;Yes;No;Yes;no driver gene;0;tumor;1;Apoptosis;cullin 5;Enables ubiquitin protein ligase binding activity. Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process and protein ubiquitination. Predicted to act upstream of or within cerebral cortex radially oriented cell migration and radial glia guided migration of Purkinje cell. Located in site of DNA damage. Part of Cul5-RING ubiquitin ligase complex. [provided by Alliance of Genome Resources, Apr 2022];CUL-5, VACM-1, VACM1;11;108008897;108107760;11q22.3;Yes
9820;CUL7;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;cullin 7;The protein encoded by this gene is a component of an E3 ubiquitin-protein ligase complex. The encoded protein interacts with TP53, CUL9, and FBXW8 proteins. Defects in this gene are a cause of 3M syndrome type 1 (3M1). Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2009];3M1, CUL-7, KIAA0076, dJ20C7.5;6;43053850;43037616;6p21.1;No
23113;CUL9;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;cullin 9;"Predicted to enable several functions, including ATP binding activity; metal ion binding activity; and ubiquitin protein ligase binding activity. Involved in microtubule cytoskeleton organization; protein ubiquitination; and regulation of mitotic nuclear division. Located in cytosol. Part of cullin-RING ubiquitin ligase complex. [provided by Alliance of Genome Resources, Apr 2022]";H7AP1, PARC;6;43182195;43224586;6p21.1;No
1523;CUX1;Yes;No;No;driver gene;2;tumor;3;Apoptosis/Autophagy/Cellular senescence;cut like homeobox 1;The protein encoded by this gene is a member of the homeodomain family of DNA binding proteins. It may regulate gene expression, morphogenesis, and differentiation and it may also play a role in the cell cycle progession. Several alternatively spliced transcript variants encoding different isoforms have been identified.[provided by RefSeq, Feb 2011];CASP, CDP, CDP/Cut, CDP1, COY1, CUTL1, CUX, Clox, Cux/CDP, GDDI, GOLIM6, Nbla10317, p100, p110, p200, p75;7;101816006;102283957;7q22.1;No
6376;CX3CL1;Yes;No;Yes;no driver gene;0;tumor;4;Apoptosis/Autophagy/Ferroptosis/Necrosis;C-X3-C motif chemokine ligand 1;This gene belongs to the CX3C subgroup of chemokines, characterized by the number of amino acids located between the conserved cysteine residues. This is the only member of the CX3C subgroup, which contains three amino acids between cysteine residues, resulting in a Cys-X-X-X-Cys configuration. The encoded protein contains an extended mucin-like stalk with a chemokine domain on top, and exists in both a membrane-anchored form where it acts as a binding molecule, or, in soluble form, as a chemotactic cytokine. The mature form of this protein can be cleaved at the cell surface, yielding different soluble forms that can interact with the G-protein coupled receptor, C-X3-C motif chemokine receptor 1 gene product. This gene plays a role in a wide range of diseases, including cancer, vasculitis, neuropathies, atherosclerosis, inflammatory diseases, and in human immunodeficiency virus infections. [provided by RefSeq, Sep 2017];ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin;16;57372489;57385043;16q21;Yes
1524;CX3CR1;Yes;No;Yes;no driver gene;0;tumor;3;Apoptosis/Autophagy/Necrosis;C-X3-C motif chemokine receptor 1;Fractalkine is a transmembrane protein and chemokine involved in the adhesion and migration of leukocytes. The protein encoded by this gene is a receptor for fractalkine. The encoded protein also is a coreceptor for HIV-1, and some variations in this gene lead to increased susceptibility to HIV-1 infection and rapid progression to AIDS. Four transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jan 2010];CCRL1, CMKBRL1, CMKDR1, GPR13, GPRV28, V28;3;39292965;39263493;3p22.2;Yes
1525;CXADR;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;CXADR Ig-like cell adhesion molecule;The protein encoded by this gene is a type I membrane receptor for group B coxsackieviruses and subgroup C adenoviruses. Several transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene are found on chromosomes 15, 18, and 21. [provided by RefSeq, May 2011];CAR, CAR4/6, HCAR;21;17513042;17636261;21q21.1;No
2919;CXCL1;Yes;No;No;no driver gene;0;tumor;4;Anoikis/Apoptosis/Autophagy/Necroptosis;C-X-C motif chemokine ligand 1;This antimicrobial gene encodes a member of the CXC subfamily of chemokines. The encoded protein is a secreted growth factor that signals through the G-protein coupled receptor, CXC receptor 2. This protein plays a role in inflammation and as a chemoattractant for neutrophils. Aberrant expression of this protein is associated with the growth and progression of certain tumors. A naturally occurring processed form of this protein has increased chemotactic activity. Alternate splicing results in coding and non-coding variants of this gene. A pseudogene of this gene is found on chromosome 4. [provided by RefSeq, Sep 2014];FSP, GRO1, GROa, MGSA, MGSA-a, NAP-3, SCYB1;4;73869392;73871307;4q13.3;No
3627;CXCL10;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Necrosis;C-X-C motif chemokine ligand 10;This antimicrobial gene encodes a chemokine of the CXC subfamily and ligand for the receptor CXCR3. Binding of this protein to CXCR3 results in pleiotropic effects, including stimulation of monocytes, natural killer and T-cell migration, and modulation of adhesion molecule expression. This gene may also be a key regulator of the 'cytokine storm' immune response to SARS-CoV-2 infection. [provided by RefSeq, Sep 2020];C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1;4;76023496;76021117;4q21.1;No
