"Feature","Biological Layer","Total Cohorts","Cohorts Present","Total Algorithms","Algorithms Validating","Nomenclature","Signature","Elements","CTAB","GSI","GFC","PFC","SCS","TNC","HRC","SMC","TMC","TIC","RCD","Combined Outcome","Protective Count","Risky Count","NS Count","RCD form","Omic feature","Phenotype","Expression","RSF Importance","RSF Validation","Boruta Importance","Boruta Validation","XGBoost Importance","XGBoost Validation","MTLR Importance","MTLR Validation","Total Validated Algorithms"
"PAAD-1245.5.3.N.2.26.9.2.4.3","Transcript",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"RSF, XGBoost, Boruta, MTLR","PAAD-1245.5.3.N.2.26.9.2.4.3","ENST00000626200",1,"PAAD",1245,5,3,"N",2,26,9,2,4,3,"Protective",2,0,2,"Apoptosis/Autophagy/Ferroptosis","Transcript","TSM","Underexpression",0.0107293097247915,"Validated (>0.005)",11.4560234089652,"Validated (>0.005)",0.0102407789495953,"Validated (>0.005)",0.137469878875782,"Validated (>0.005)",4
"PAAD-302.5.3.N.3.44.14.3.4.4","Transcript",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","PAAD-302.5.3.N.3.44.14.3.4.4","(ENST00000301178 + ENST00000359092)",2,"PAAD",302,5,3,"N",3,44,14,3,4,4,"Meaningful Risky",0,4,0,"Apoptosis/Efferocytosis/Necroptosis/Necrosis","Transcript","TSM","Overexpression",0.0135990724411478,"Validated (>0.005)",2.05294002989024,"Validated (>0.005)",0.0118167877603779,"Validated (>0.005)",0.0959266824431182,"Validated (>0.005)",4
"SARC-103.5.3.N.1.26.26.2.4.1","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, Boruta, MTLR, RSF","SARC-103.5.3.N.1.26.26.2.4.1","(ENST00000556154 + ENST00000249373 + ENST00000566034)",3,"SARC",103,5,3,"N",1,26,26,2,4,1,"Protective",2,0,2,"Apoptosis","Transcript","TSM","Unchanged",0.00616159510291689,"Validated (>0.005)",8.58753355153632,"Validated (>0.005)",0.0108334850726145,"Validated (>0.005)",0.0404938859838769,"Validated (>0.005)",4
"SARC-234.5.3.N.1.71.64.3.4.1","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"Boruta, XGBoost, RSF, MTLR","SARC-234.5.3.N.1.71.64.3.4.1","ENST00000272233",1,"SARC",234,5,3,"N",1,71,64,3,4,1,"Protective",3,0,1,"Apoptosis","Transcript","TSM","Unchanged",0.00832587954801731,"Validated (>0.005)",5.62649836299215,"Validated (>0.005)",0.0054437889416795,"Validated (>0.005)",0.0875882569453587,"Validated (>0.005)",4
"SARC-248.5.3.P.1.35.31.2.4.2","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, RSF, Boruta, MTLR","SARC-248.5.3.P.1.35.31.2.4.2","ENST00000315091",1,"SARC",248,5,3,"P",1,35,31,2,4,2,"Risky",0,3,1,"Apoptosis/Autophagy","Transcript","TSM","Unchanged",0.00945938859690133,"Validated (>0.005)",13.0270255114883,"Validated (>0.005)",0.0124678924973197,"Validated (>0.005)",0.046809905738952,"Validated (>0.005)",4
"SARC-289.5.3.P.1.64.64.4.4.1","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, RSF, Boruta, MTLR","SARC-289.5.3.P.1.64.64.4.4.1","ENST00000438747",1,"SARC",289,5,3,"P",1,64,64,4,4,1,"Protective",2,0,2,"Ferroptosis","Transcript","TSM","Unchanged",0.0188865314281825,"Validated (>0.005)",9.95192804607074,"Validated (>0.005)",0.0211826642510077,"Validated (>0.005)",0.119016301000307,"Validated (>0.005)",4
"SARC-305.5.3.N.1.4.1.2.4.2","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"Boruta, XGBoost, RSF, MTLR","SARC-305.5.3.N.1.4.1.2.4.2","ENST00000504830",1,"SARC",305,5,3,"N",1,4,1,2,4,2,"Risky",0,1,3,"Apoptosis/Necrosis","Transcript","TSM","Unchanged",0.0174140633907736,"Validated (>0.005)",11.6222509949562,"Validated (>0.005)",0.0169354965197257,"Validated (>0.005)",0.0418278543075668,"Validated (>0.005)",4
"SARC-318.5.3.P.3.44.43.1.4.3","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, Boruta, RSF, MTLR","SARC-318.5.3.P.3.44.43.1.4.3","ENST00000541679",1,"SARC",318,5,3,"P",3,44,43,1,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Cellular senescence","Transcript","TSM","Overexpression",0.0169093429203442,"Validated (>0.005)",10.0556775979838,"Validated (>0.005)",0.0164740776531685,"Validated (>0.005)",0.0489662501321635,"Validated (>0.005)",4
"SARC-75.5.3.N.1.20.20.3.4.2","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, Boruta, MTLR, RSF","SARC-75.5.3.N.1.20.20.3.4.2","(ENST00000379375 + ENST00000261233 + ENST00000474500)",3,"SARC",75,5,3,"N",1,20,20,3,4,2,"Protective",1,0,3,"Apoptosis/Necrosis","Transcript","TSM","Unchanged",0.00708281281790864,"Validated (>0.005)",13.7216415651224,"Validated (>0.005)",0.0152914333134848,"Validated (>0.005)",0.0337095199074842,"Validated (>0.005)",4
"SARC-83.5.3.N.1.26.20.3.4.1","Transcript",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"Boruta, XGBoost, RSF, MTLR","SARC-83.5.3.N.1.26.20.3.4.1","(ENST00000453660 + ENST00000233809 + ENST00000583597 + ENST00000532295 + ENST00000379446 + ENST00000589228 + ENST00000417443 + ENST00000633367)",8,"SARC",83,5,3,"N",1,26,20,3,4,1,"Protective",2,0,2,"Apoptosis","Transcript","TSM","Unchanged",0.00848359094655088,"Validated (>0.005)",6.63038434581726,"Validated (>0.005)",0.00927188473488291,"Validated (>0.005)",0.120279223794414,"Validated (>0.005)",4
"BLCA-1360.6.3.P.3.35.44.4.4.1","mRNA",4,"BLCA_DFI_df155, BLCA_DSS_df155, BLCA_OS_df155, BLCA_PFI_df155",4,"XGBoost, Boruta, MTLR, RSF","BLCA-1360.6.3.P.3.35.44.4.4.1","RAC3",1,"BLCA",1360,6,3,"P",3,35,44,4,4,1,"Risky",0,3,1,"Autophagy","mRNA","TSM","Overexpression",0.00767397461129939,"Validated (>0.005)",20.4937460744763,"Validated (>0.005)",0.0118263206495012,"Validated (>0.005)",0.127313233040624,"Validated (>0.005)",4
"BLCA-1415.6.3.P.3.69.69.2.4.2","mRNA",4,"BLCA_DFI_df155, BLCA_DSS_df155, BLCA_OS_df155, BLCA_PFI_df155",4,"XGBoost, Boruta, RSF, MTLR","BLCA-1415.6.3.P.3.69.69.2.4.2","SLC25A10",1,"BLCA",1415,6,3,"P",3,69,69,2,4,2,"Protective",2,0,2,"Apoptosis/Ferroptosis","mRNA","TSM","Overexpression",0.0109909387776495,"Validated (>0.005)",22.8667810204883,"Validated (>0.005)",0.014014720316641,"Validated (>0.005)",0.231913043194291,"Validated (>0.005)",4
"BLCA-475.6.3.N.2.93.26.1.4.1","mRNA",4,"BLCA_DFI_df155, BLCA_DSS_df155, BLCA_OS_df155, BLCA_PFI_df155",4,"XGBoost, RSF, Boruta, MTLR","BLCA-475.6.3.N.2.93.26.1.4.1","(JUND + MS4A1 + NEDD9 + PHF1)",4,"BLCA",475,6,3,"N",2,93,26,1,4,1,"Protective",3,0,1,"Apoptosis","mRNA","TSM","Underexpression",0.00795471073302033,"Validated (>0.005)",22.8767242936432,"Validated (>0.005)",0.005793918755772,"Validated (>0.005)",0.0770085076755057,"Validated (>0.005)",4
"CESC-260.6.3.N.2.44.44.1.4.1","mRNA",4,"CESC_DFI_df017, CESC_DSS_df017, CESC_OS_df017, CESC_PFI_df017",4,"XGBoost, Boruta, MTLR, RSF","CESC-260.6.3.N.2.44.44.1.4.1","(FNDC3A + PMEPA1)",2,"CESC",260,6,3,"N",2,44,44,1,4,1,"Meaningful Risky",0,4,0,"Autophagy","mRNA","TSM","Underexpression",0.0140619741819412,"Validated (>0.005)",16.5143983389563,"Validated (>0.005)",0.0253034515136368,"Validated (>0.005)",0.46160389814693,"Validated (>0.005)",4
"CESC-280.6.3.N.2.64.64.1.4.1","mRNA",4,"CESC_DFI_df017, CESC_DSS_df017, CESC_OS_df017, CESC_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","CESC-280.6.3.N.2.64.64.1.4.1","(IL3RA + KCNA5 + KCNMA1 + NME5 + PCP4)",5,"CESC",280,6,3,"N",2,64,64,1,4,1,"Protective",2,0,2,"Apoptosis","mRNA","TSM","Underexpression",0.00791916345193926,"Validated (>0.005)",10.8933441086985,"Validated (>0.005)",0.0111984292796564,"Validated (>0.005)",0.0532006235416427,"Validated (>0.005)",4
"CESC-877.6.3.N.2.71.71.1.4.2","mRNA",4,"CESC_DFI_df017, CESC_DSS_df017, CESC_OS_df017, CESC_PFI_df017",4,"XGBoost, RSF, Boruta, MTLR","CESC-877.6.3.N.2.71.71.1.4.2","SELP",1,"CESC",877,6,3,"N",2,71,71,1,4,2,"Protective",3,0,1,"NETosis/Necrosis","mRNA","TSM","Underexpression",0.0139979459919807,"Validated (>0.005)",14.7446278883629,"Validated (>0.005)",0.01913456432549,"Validated (>0.005)",0.20007935347777,"Validated (>0.005)",4
"ESCA-284.6.3.P.3.1.1.4.4.5","mRNA",4,"ESCA_DFI_df017, ESCA_DSS_df017, ESCA_OS_df017, ESCA_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","ESCA-284.6.3.P.3.1.1.4.4.5","AIFM1",1,"ESCA",284,6,3,"P",3,1,1,4,4,5,"Risky",0,1,3,"Apoptosis/Autophagy/Parthanatos/Necrosis/Erebosis","mRNA","TSM","Overexpression",0.0132707551100803,"Validated (>0.005)",11.6869642368591,"Validated (>0.005)",0.0152041172076306,"Validated (>0.005)",0.0745961831215898,"Validated (>0.005)",4
"ESCA-697.6.3.N.2.44.34.2.4.1","mRNA",4,"ESCA_DFI_df017, ESCA_DSS_df017, ESCA_OS_df017, ESCA_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","ESCA-697.6.3.N.2.44.34.2.4.1","RGS4",1,"ESCA",697,6,3,"N",2,44,34,2,4,1,"Meaningful Risky",0,4,0,"Apoptosis","mRNA","TSM","Underexpression",0.0160923778069092,"Validated (>0.005)",8.82525343652181,"Validated (>0.005)",0.0219265003416199,"Validated (>0.005)",0.443569637436537,"Validated (>0.005)",4
"HNSC-134.6.3.N.3.11.20.3.2.1","mRNA",4,"HNSC_DFI_df017, HNSC_DSS_df017, HNSC_OS_df017, HNSC_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","HNSC-134.6.3.N.3.11.20.3.2.1","(CCR3 + CD81 + MLLT11 + NES + PMP22 + PTPRO + RGS4)",7,"HNSC",134,6,3,"N",3,11,20,3,2,1,"Risky",0,1,3,"Apoptosis","mRNA","TSM","Overexpression",0.0120506244178839,"Validated (>0.005)",6.73646401487957,"Validated (>0.005)",0.0102702000242375,"Validated (>0.005)",0.125290850049168,"Validated (>0.005)",4
"HNSC-1691.6.3.N.1.71.64.3.4.5","mRNA",4,"HNSC_DFI_df017, HNSC_DSS_df017, HNSC_OS_df017, HNSC_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","HNSC-1691.6.3.N.1.71.64.3.4.5","S100A4",1,"HNSC",1691,6,3,"N",1,71,64,3,4,5,"Protective",3,0,1,"Anoikis/Apoptosis/Autophagy/Ferroptosis/Pyroptosis","mRNA","TSM","Unchanged",0.00641712163974818,"Validated (>0.005)",26.9663745543117,"Validated (>0.005)",0.0093723320287604,"Validated (>0.005)",0.0753675157371321,"Validated (>0.005)",4
"KIRC-137.6.3.N.3.14.54.4.4.1","mRNA",4,"KIRC_DFI_df161, KIRC_DSS_df161, KIRC_OS_df161, KIRC_PFI_df161",4,"Boruta, XGBoost, RSF, MTLR","KIRC-137.6.3.N.3.14.54.4.4.1","(CD151 + FABP7)",2,"KIRC",137,6,3,"N",3,14,54,4,4,1,"Risky",0,2,2,"Apoptosis","mRNA","TSM","Overexpression",0.00960322729329241,"Validated (>0.005)",8.41691390171135,"Validated (>0.005)",0.0204457084559449,"Validated (>0.005)",0.203076864826448,"Validated (>0.005)",4
"KIRC-154.6.3.N.3.11.11.3.4.1","mRNA",4,"KIRC_DFI_df161, KIRC_DSS_df161, KIRC_OS_df161, KIRC_PFI_df161",4,"Boruta, XGBoost, RSF, MTLR","KIRC-154.6.3.N.3.11.11.3.4.1","(CHST15 + LPCAT1 + PDLIM1 + RNF128 + XRCC1)",5,"KIRC",154,6,3,"N",3,11,11,3,4,1,"Risky",0,1,3,"Apoptosis","mRNA","TSM","Overexpression",0.0101945647719036,"Validated (>0.005)",2.23100053128544,"Validated (>0.005)",0.0743460616945107,"Validated (>0.005)",0.316174350653397,"Validated (>0.005)",4
"KIRC-2017.6.1.P.3.35.35.2.2.6","mRNA",4,"KIRC_DFI_df161, KIRC_DSS_df161, KIRC_OS_df161, KIRC_PFI_df161",4,"XGBoost, Boruta, RSF, MTLR","KIRC-2017.6.1.P.3.35.35.2.2.6","PLK1",1,"KIRC",2017,6,1,"P",3,35,35,2,2,6,"Risky",0,3,1,"Anoikis/Apoptosis/Autophagy/Cellular senescence/Mitotic catastrophe/Necroptosis","mRNA","TMB","Overexpression",0.00843365973675347,"Validated (>0.005)",19.1809846877629,"Validated (>0.005)",0.0111846164219324,"Validated (>0.005)",0.0626530082306101,"Validated (>0.005)",4
"KIRP-100.6.3.N.1.44.38.3.4.1","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"XGBoost, Boruta, RSF, MTLR","KIRP-100.6.3.N.1.44.38.3.4.1","(COL6A1 + S1PR2)",2,"KIRP",100,6,3,"N",1,44,38,3,4,1,"Meaningful Risky",0,4,0,"Autophagy","mRNA","TSM","Unchanged",0.020538864140514,"Validated (>0.005)",4.49752964321769,"Validated (>0.005)",0.019180224366546,"Validated (>0.005)",0.0491194610233263,"Validated (>0.005)",4
"KIRP-130.6.3.N.2.44.47.1.2.2","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"XGBoost, Boruta, RSF, MTLR","KIRP-130.6.3.N.2.44.47.1.2.2","(ELN + LEF1)",2,"KIRP",130,6,3,"N",2,44,47,1,2,2,"Meaningful Risky",0,4,0,"Apoptosis/Cellular senescence","mRNA","TSM","Underexpression",0.0163125117052585,"Validated (>0.005)",3.51820183193015,"Validated (>0.005)",0.0138324376862119,"Validated (>0.005)",0.0379714945610199,"Validated (>0.005)",4
"KIRP-342.6.3.N.3.71.65.2.3.1","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"XGBoost, Boruta, RSF, MTLR","KIRP-342.6.3.N.3.71.65.2.3.1","(EPHA1 + SNPH)",2,"KIRP",342,6,3,"N",3,71,65,2,3,1,"Protective",3,0,1,"Autophagy","mRNA","TSM","Overexpression",0.00903673434434644,"Validated (>0.005)",2.43626068323895,"Validated (>0.005)",0.0111249407523268,"Validated (>0.005)",0.0408204823093869,"Validated (>0.005)",4
"KIRP-405.6.3.N.2.95.84.2.4.1","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"Boruta, XGBoost, MTLR, RSF","KIRP-405.6.3.N.2.95.84.2.4.1","(MT1E + RPS6KA2 + SFTPD + VAMP2 + ZBTB16)",5,"KIRP",405,6,3,"N",2,95,84,2,4,1,"Meaningful Protective",4,0,0,"Apoptosis","mRNA","TSM","Underexpression",0.00924231049800302,"Validated (>0.005)",3.03343211885202,"Validated (>0.005)",0.0236855217189737,"Validated (>0.005)",0.0593446035907408,"Validated (>0.005)",4
"KIRP-493.6.3.P.3.44.58.1.2.3","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","KIRP-493.6.3.P.3.44.58.1.2.3","CCNB1",1,"KIRP",493,6,3,"P",3,44,58,1,2,3,"Meaningful Risky",0,4,0,"Apoptosis/Cellular senescence/Mitotic catastrophe","mRNA","TSM","Overexpression",0.0163461326083718,"Validated (>0.005)",3.20180124264006,"Validated (>0.005)",0.0448788371951408,"Validated (>0.005)",0.0341012085455836,"Validated (>0.005)",4
"KIRP-524.6.3.N.1.44.44.3.4.3","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","KIRP-524.6.3.N.1.44.44.3.4.3","COL1A1",1,"KIRP",524,6,3,"N",1,44,44,3,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Necrosis","mRNA","TSM","Unchanged",0.0114625779386373,"Validated (>0.005)",1.51326076503507,"Validated (>0.005)",0.0188604238206206,"Validated (>0.005)",0.0183300277212762,"Validated (>0.005)",4
"KIRP-89.6.3.P.3.44.56.2.2.1","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","KIRP-89.6.3.P.3.44.56.2.2.1","(CDKN3 + HSPE1 + NEIL3 + NME1 + SPC24)",5,"KIRP",89,6,3,"P",3,44,56,2,2,1,"Meaningful Risky",0,4,0,"Apoptosis","mRNA","TSM","Overexpression",0.0333206165530539,"Validated (>0.005)",4.95805395338872,"Validated (>0.005)",0.039879676380673,"Validated (>0.005)",0.0622981872644695,"Validated (>0.005)",4
"KIRP-898.6.3.N.3.44.58.3.4.2","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"Boruta, MTLR, XGBoost, RSF","KIRP-898.6.3.N.3.44.58.3.4.2","FAP",1,"KIRP",898,6,3,"N",3,44,58,3,4,2,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy","mRNA","TSM","Overexpression",0.0164086472582955,"Validated (>0.005)",4.4348412623758,"Validated (>0.005)",0.044478904112515,"Validated (>0.005)",0.0697260971581448,"Validated (>0.005)",4
"KIRP-947.6.3.P.3.44.43.4.4.3","mRNA",4,"KIRP_DFI_df377, KIRP_DSS_df377, KIRP_OS_df377, KIRP_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","KIRP-947.6.3.P.3.44.43.4.4.3","HSPA4",1,"KIRP",947,6,3,"P",3,44,43,4,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Necroptosis/Necrosis","mRNA","TSM","Overexpression",0.0252814060881262,"Validated (>0.005)",3.44122580200311,"Validated (>0.005)",0.00530397485892444,"Validated (>0.005)",0.0679532860893215,"Validated (>0.005)",4
"LIHC-199.6.3.P.3.44.80.1.4.2","mRNA",4,"LIHC_DFI_df160, LIHC_DSS_df160, LIHC_OS_df160, LIHC_PFI_df160",4,"XGBoost, RSF, Boruta, MTLR","LIHC-199.6.3.P.3.44.80.1.4.2","(CISD1 + SPC25)",2,"LIHC",199,6,3,"P",3,44,80,1,4,2,"Meaningful Risky",0,4,0,"Autophagy/Ferroptosis","mRNA","TSM","Overexpression",0.0122308208891699,"Validated (>0.005)",21.286161247125,"Validated (>0.005)",0.0218327080601289,"Validated (>0.005)",0.348489885961039,"Validated (>0.005)",4
"LUSC-798.6.3.P.3.64.64.2.4.2","mRNA",4,"LUSC_DFI_df147, LUSC_DSS_df147, LUSC_OS_df147, LUSC_PFI_df147",4,"Boruta, XGBoost, RSF, MTLR","LUSC-798.6.3.P.3.64.64.2.4.2","(GALNT14 + GLS2)",2,"LUSC",798,6,3,"P",3,64,64,2,4,2,"Protective",2,0,2,"Apoptosis/Ferroptosis","mRNA","TSM","Overexpression",0.0119376938181124,"Validated (>0.005)",18.4599336366421,"Validated (>0.005)",0.0076420101031078,"Validated (>0.005)",0.0534150377110554,"Validated (>0.005)",4
"OV-341.6.3.N.2.7.7.2.4.2","mRNA",4,"OV_DFI_df377, OV_DSS_df377, OV_OS_df377, OV_PFI_df377",4,"XGBoost, RSF, MTLR, Boruta","OV-341.6.3.N.2.7.7.2.4.2","PTHLH",1,"OV",341,6,3,"N",2,7,7,2,4,2,"Protective",1,0,3,"Anoikis/Apoptosis","mRNA","TSM","Underexpression",0.00985347429126789,"Validated (>0.005)",28.8870720448605,"Validated (>0.005)",0.0367435260599055,"Validated (>0.005)",0.121992924938659,"Validated (>0.005)",4
"OV-359.6.3.N.3.31.31.3.4.1","mRNA",4,"OV_DFI_df377, OV_DSS_df377, OV_OS_df377, OV_PFI_df377",4,"XGBoost, Boruta, RSF, MTLR","OV-359.6.3.N.3.31.31.3.4.1","UNC5B",1,"OV",359,6,3,"N",3,31,31,3,4,1,"Risky",0,2,2,"Apoptosis","mRNA","TSM","Overexpression",0.0101885165087279,"Validated (>0.005)",24.5201269916331,"Validated (>0.005)",0.0245722190455063,"Validated (>0.005)",0.0546631760912454,"Validated (>0.005)",4
"PAAD-1319.6.2.N.3.44.31.4.4.1","mRNA",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, MTLR, RSF","PAAD-1319.6.2.N.3.44.31.4.4.1","GJB5",1,"PAAD",1319,6,2,"N",3,44,31,4,4,1,"Meaningful Risky",0,4,0,"Autophagy","mRNA","MSI","Overexpression",0.0168968931444061,"Validated (>0.005)",8.63030047953597,"Validated (>0.005)",0.0230297895133761,"Validated (>0.005)",0.183119384098367,"Validated (>0.005)",4
"PAAD-163.6.2.N.3.44.44.4.4.2","mRNA",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","PAAD-163.6.2.N.3.44.44.4.4.2","(CAPG + HECW1 + NOTCH2 + REST + STEAP3)",5,"PAAD",163,6,2,"N",3,44,44,4,4,2,"Meaningful Risky",0,4,0,"Apoptosis/Ferroptosis","mRNA","MSI","Overexpression",0.00867971567656214,"Validated (>0.005)",1.83972792995318,"Validated (>0.005)",0.0115693396446005,"Validated (>0.005)",0.0884320052184982,"Validated (>0.005)",4
"PAAD-1826.6.3.N.3.44.41.4.4.4","mRNA",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","PAAD-1826.6.3.N.3.44.41.4.4.4","WNT5A",1,"PAAD",1826,6,3,"N",3,44,41,4,4,4,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Cellular senescence/Necrosis","mRNA","TSM","Overexpression",0.0264798896488324,"Validated (>0.005)",2.46506998207724,"Validated (>0.005)",0.0249294877001933,"Validated (>0.005)",0.121334073124132,"Validated (>0.005)",4
"PAAD-1827.6.2.N.3.44.44.4.4.2","mRNA",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","PAAD-1827.6.2.N.3.44.44.4.4.2","WNT7A",1,"PAAD",1827,6,2,"N",3,44,44,4,4,2,"Meaningful Risky",0,4,0,"Apoptosis/Cellular senescence","mRNA","MSI","Overexpression",0.0194350318856994,"Validated (>0.005)",3.02705078940092,"Validated (>0.005)",0.0270805990559552,"Validated (>0.005)",0.141979751935723,"Validated (>0.005)",4
"PAAD-37.6.3.N.3.41.44.3.4.2","mRNA",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","PAAD-37.6.3.N.3.41.44.3.4.2","(ACVR1 + TIMP3)",2,"PAAD",37,6,3,"N",3,41,44,3,4,2,"Risky",0,2,2,"Apoptosis/Necrosis","mRNA","TSM","Overexpression",0.0189626089453031,"Validated (>0.005)",1.76024377828845,"Validated (>0.005)",0.0296117482680417,"Validated (>0.005)",0.0852504772373622,"Validated (>0.005)",4
"PAAD-552.6.3.N.3.44.44.3.4.4","mRNA",4,"PAAD_DFI_df377, PAAD_DSS_df377, PAAD_OS_df377, PAAD_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","PAAD-552.6.3.N.3.44.44.3.4.4","(LGALS1 + SNAI2)",2,"PAAD",552,6,3,"N",3,44,44,3,4,4,"Meaningful Risky",0,4,0,"Anoikis/Apoptosis/Autophagy/Ferroptosis","mRNA","TSM","Overexpression",0.0104713182312676,"Validated (>0.005)",2.0026014679065,"Validated (>0.005)",0.0275282867249927,"Validated (>0.005)",0.0866455701909566,"Validated (>0.005)",4
"SARC-134.6.3.P.1.35.35.1.4.1","mRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, RSF, Boruta, MTLR","SARC-134.6.3.P.1.35.35.1.4.1","(MCTS1 + RUVBL1 + UQCRH)",3,"SARC",134,6,3,"P",1,35,35,1,4,1,"Risky",0,3,1,"Apoptosis","mRNA","TSM","Unchanged",0.00871563872486531,"Validated (>0.005)",8.19992243021226,"Validated (>0.005)",0.0106942699663286,"Validated (>0.005)",0.0620506972931985,"Validated (>0.005)",4
"SARC-361.6.3.N.1.64.64.2.4.3","mRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, Boruta, RSF, MTLR","SARC-361.6.3.N.1.64.64.2.4.3","IGFBP7",1,"SARC",361,6,3,"N",1,64,64,2,4,3,"Protective",2,0,2,"Apoptosis/Cellular senescence/Ferroptosis","mRNA","TSM","Unchanged",0.0142411412502702,"Validated (>0.005)",11.2565955359343,"Validated (>0.005)",0.00829441155104016,"Validated (>0.005)",0.0623634719745122,"Validated (>0.005)",4
"SARC-376.6.3.N.1.1.31.4.4.2","mRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"Boruta, XGBoost, RSF, MTLR","SARC-376.6.3.N.1.1.31.4.4.2","MAGED2",1,"SARC",376,6,3,"N",1,1,31,4,4,2,"Risky",0,1,3,"Apoptosis/Autophagy","mRNA","TSM","Unchanged",0.00968240528553112,"Validated (>0.005)",7.16987990675837,"Validated (>0.005)",0.0162341950018978,"Validated (>0.005)",0.0539046772141376,"Validated (>0.005)",4
"SARC-42.6.3.N.1.20.20.3.4.1","mRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"Boruta, XGBoost, RSF, MTLR","SARC-42.6.3.N.1.20.20.3.4.1","(COLEC12 + FHDC1 + NDN + SMIM10L2A)",4,"SARC",42,6,3,"N",1,20,20,3,4,1,"Protective",1,0,3,"Apoptosis","mRNA","TSM","Unchanged",0.00649579773110151,"Validated (>0.005)",6.57113783214955,"Validated (>0.005)",0.012678454725987,"Validated (>0.005)",0.0788810841243112,"Validated (>0.005)",4
