"Cohort","Primary_Signature","Primary_Omic_Token","color_var_Partner","Partner_Omic_Token","Interaction_Strength","Spearman_HighZone_CrossTalk","PValue_HighZone","Spearman_MidZone_CrossTalk","PValue_MidZone","Mathematical_Classification"
"BRCA_DFI_df008","BRCA-807.5.3.P.2.4.4.3.1.1",5,"BRCA-1733.5.3.P.3.11.79.1.2.2",5,0.001854,-0.1314,0.0429195432996985,0.3995,3.36408069926392e-20,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-473.5.3.N.3.93.76.2.3.1",5,"BRCA-782.5.3.N.3.95.95.2.4.4",5,0.003259,0.5655,1.6286876647343e-21,-0.2379,1.53858902214285e-07,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1229.6.3.N.1.34.35.3.2.1",6,"BRCA-2209.5.3.P.3.31.63.2.4.4",5,0.001983,0.3418,6.34896482070242e-08,0.1188,0.0095539445191067,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-832.5.3.N.2.93.26.1.4.2",5,"BRCA-836.5.3.N.2.95.59.3.3.3",5,0.001097,-0.4961,3.42632505677036e-16,-0.1616,0.000405281270190327,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1385.6.3.N.3.26.36.1.1.2",6,"BRCA-989.5.3.N.2.95.94.1.4.1",5,0.003591,-0.3595,1.13267810352514e-08,0.4013,7.59221705619232e-20,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1775.5.3.P.3.9.9.1.1.3",5,"BRCA-1218.6.3.N.2.44.35.1.4.1",6,0.002432,-0.4704,1.13539541725508e-14,-0.4543,1.80932293383303e-25,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-760.5.3.N.2.64.2.1.4.2",5,"BRCA-3267.6.3.P.3.20.11.1.4.2",6,0.002593,0.5697,7.01967695262934e-22,0.0637,0.165153892151027,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1721.6.3.N.2.34.11.1.2.1",6,"BRCA-627.5.3.N.2.95.95.1.4.2",5,0.003279,-0.3875,5.07651643542077e-10,-0.5324,5.67460793176614e-36,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-69.6.3.N.2.95.81.1.2.1",6,"BRCA-882.5.3.N.2.95.25.1.2.1",5,0.001617,-0.4998,1.90484262142089e-16,-0.2309,3.61761135709884e-07,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-3120.6.3.N.2.93.30.1.4.4",6,"BRCA-1938.5.3.P.3.87.7.2.4.1",5,0.002487,-0.6377,1.42681842957583e-28,0.0429,0.351388348607363,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-3287.6.3.N.3.71.2.3.3.1",6,"BRCA-1893.5.3.N.2.14.14.2.4.1",5,0.003088,0.7566,1.93231140108852e-45,0.6531,4.2696376979125e-59,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-983.5.3.N.2.22.2.3.4.2",5,"BRCA-578.5.3.N.3.93.54.3.4.2",5,0.002212,0.0945,0.145448550959033,-0.4942,1.26015036575491e-30,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-494.5.3.N.3.20.11.2.2.2",5,"BRCA-2312.5.3.P.3.28.20.1.2.1",5,0.002596,0.6346,3.17476732279902e-28,0.5283,1.7007337633464e-35,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2404.5.3.N.2.87.32.1.4.2",5,"BRCA-2201.5.3.P.3.34.47.2.4.2",5,0.002907,0.5242,1.50097029854887e-18,0.504,9.08280486445743e-32,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-3387.6.3.P.3.30.62.1.4.2",6,"BRCA-3276.6.3.N.1.44.11.3.4.1",6,0.00354,0.5765,1.77868094635706e-22,-0.0833,0.0696691689994001,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2943.6.3.N.2.5.31.1.4.1",6,"BRCA-896.5.3.N.2.14.43.1.4.1",5,0.002428,0.1047,0.107098371299912,0.4193,9.88524330323227e-22,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-2295.5.3.P.3.26.2.2.4.2",5,"BRCA-2135.5.3.P.3.2.2.1.4.1",5,0.002629,0.697,6.08020011970461e-36,0.0771,0.0931140042714871,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-825.5.3.N.2.87.51.1.2.2",5,"BRCA-483.5.3.N.2.44.14.1.2.1",5,0.002138,0.2054,0.00144081956197222,0.3153,2.01584120350051e-12,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-296.6.3.N.2.1.1.1.2.1",6,"BRCA-831.5.3.N.3.20.11.2.2.2",5,0.005038,0.0839,0.197143187153461,-0.2671,3.35082381519745e-09,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-2304.5.3.N.2.28.11.1.4.4",5,"BRCA-578.5.3.N.3.93.54.3.4.2",5,0.003234,-0.7136,4.01683664585073e-39,-0.0805,0.0321771623786852,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1432.6.3.P.2.11.11.3.3.1",6,"BRCA-2178.5.3.P.2.95.71.3.2.1",5,0.001772,-0.0701,0.280426980637209,-0.2634,3.70859845639518e-09,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-625.5.3.N.3.95.27.2.3.1",5,"BRCA-686.5.3.P.3.95.2.1.4.1",5,0.002354,-0.6611,2.80543289884142e-31,-0.061,0.184103670406133,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2032.5.3.P.3.35.35.3.4.1",5,"BRCA-517.5.3.P.3.26.20.2.3.1",5,0.001182,-0.0787,0.226601020606793,0.6632,1.56276170688668e-91,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-2584.6.3.P.3.34.62.1.3.2",6,"BRCA-798.5.3.N.2.2.2.2.2.4",5,0.00089,-0.1644,0.0110653614933664,0.197,1.49755369629217e-05,"NEUTRAL (Contextual Noise)"
"BRCA_DFI_df008","BRCA-798.5.3.N.2.2.2.2.2.4",5,"BRCA-974.5.3.N.1.35.34.3.1.1",5,0.002692,0.3209,4.20608823256832e-07,0.6404,9.50993478030504e-57,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1767.5.3.P.3.1.1.2.1.2",5,"BRCA-3072.6.3.P.3.1.1.2.2.3",6,0.002142,-0.4984,2.38135369241147e-16,0.2829,3.41273781770194e-10,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1471.6.3.N.1.34.4.3.4.1",6,"BRCA-607.5.3.P.3.43.83.1.2.1",5,0.003583,-0.2172,0.000742769547111854,0.5212,1.9128855523948e-34,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-785.5.3.N.2.93.45.1.4.2",5,"BRCA-1856.5.3.P.2.20.71.2.1.4",5,0.001742,-0.3972,2.01954869454838e-10,-0.4303,7.05197695888213e-23,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-797.5.3.N.2.64.64.1.2.3",5,"BRCA-669.5.3.P.1.44.20.3.4.1",5,0.003544,-0.5752,1.89592067467399e-22,0.51,2.10239394157467e-48,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-852.5.3.P.3.44.91.1.3.1",5,"BRCA-924.5.3.P.2.15.47.3.1.1",5,0.003004,0.6175,2.06001867529117e-26,0.7202,3.85832423344622e-77,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-440.5.3.N.2.95.43.1.2.1",5,"BRCA-3532.4.3.N.2.4.4.1.4.3",4,0.002453,-0.3677,7.18706581407012e-09,0.5017,4.44496633495086e-31,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1746.5.3.N.3.95.7.3.4.4",5,"BRCA-894.5.3.P.3.93.7.1.4.1",5,0.00542,0.2878,6.42848907405601e-06,-0.0297,0.517353196223672,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1660.6.3.P.3.31.31.1.2.3",6,"BRCA-1274.4.3.P.3.1.1.1.4.2",4,0.003576,-0.296,5.43438863585707e-06,0.0588,0.206263569560594,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-649.5.3.P.2.35.30.3.4.2",5,"BRCA-2384.5.3.N.2.14.17.1.1.3",5,0.002744,-0.3262,2.63717358283004e-07,0.0639,0.163762529905791,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-884.5.3.N.2.93.94.1.4.2",5,"BRCA-989.5.3.N.2.95.94.1.4.1",5,0.002477,-0.2552,6.83119577736752e-05,0.1232,0.00717120182765785,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-476.5.3.P.3.31.1.2.2.2",5,"BRCA-2112.5.3.N.2.20.62.1.2.2",5,0.001059,-0.3716,3.29020758535743e-09,0.3291,1.83245739492748e-13,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1993.5.3.N.2.62.62.1.2.2",5,"BRCA-1516.6.3.P.3.1.12.1.3.2",6,0.001401,-0.6029,7.82918561332223e-26,-0.0046,0.901987379374462,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1125.6.3.N.2.26.43.1.2.2",6,"BRCA-3476.4.3.N.2.64.92.1.4.1",4,0.001451,0.1597,0.0142220966247385,-0.2889,2.26353545806734e-10,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-972.5.3.P.3.43.43.1.3.4",5,"BRCA-980.5.3.P.3.14.14.1.4.2",5,0.001884,-0.3006,2.32388168283491e-06,-0.0285,0.535727831696581,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2257.5.3.N.2.7.95.3.3.4",5,"BRCA-2026.5.3.N.1.93.47.2.3.3",5,0.003619,-0.4624,5.18991453030496e-14,0.2115,3.30378118266481e-06,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2434.6.3.N.2.4.15.1.2.1",6,"BRCA-2018.5.3.N.2.62.93.1.2.1",5,0.001529,0.1738,0.00719485957072054,-0.031,0.500499543176776,"NEUTRAL (Contextual Noise)"
"BRCA_DFI_df008","BRCA-1921.5.3.P.3.44.95.1.4.1",5,"BRCA-3276.6.3.N.1.44.11.3.4.1",6,0.002129,0.2011,0.00182217075447096,-0.2977,3.52177508454151e-11,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-520.5.3.N.3.26.30.2.3.2",5,"BRCA-987.5.3.N.2.89.32.2.4.2",5,0.001444,0.1104,0.0893640438859264,0.0587,0.201943338384994,"NEUTRAL (Contextual Noise)"
"BRCA_DFI_df008","BRCA-466.5.3.N.3.2.1.3.2.1",5,"BRCA-793.5.3.N.2.71.31.1.4.2",5,0.002098,-0.2052,0.00146144890206158,-0.2222,1.00057318597151e-06,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-3532.4.3.N.2.4.4.1.4.3",4,"BRCA-440.5.3.N.2.95.43.1.2.1",5,0.002453,0.2728,2.2266411732125e-05,0.1786,2.23964160786666e-06,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2261.5.3.P.3.20.20.3.4.1",5,"BRCA-2062.5.3.N.2.7.17.3.3.2",5,0.001472,-0.5939,2.30606583916572e-24,0.0622,0.0977775249616545,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1985.5.3.N.1.87.91.3.4.1",5,"BRCA-991.5.3.N.2.64.2.2.4.3",5,0.001081,-0.5666,1.30314733970891e-21,-0.2581,1.06834973249315e-08,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1864.5.3.N.1.95.59.3.3.1",5,"BRCA-915.5.3.P.3.26.26.2.4.1",5,0.001713,0.2469,0.000118714192721362,0.3487,1.35485416550439e-15,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2085.5.3.N.2.95.26.3.3.5",5,"BRCA-3267.6.3.P.3.20.11.1.4.2",6,0.0019,0.5302,1.0051973190684e-18,-0.3616,2.48006191058368e-16,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-3212.6.3.P.3.42.94.1.3.2",6,"BRCA-607.5.3.P.3.43.83.1.2.1",5,0.002802,-0.1566,0.0155752721840402,0.6058,6.3982649312233e-49,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-789.5.3.N.2.64.2.1.2.1",5,"BRCA-1660.6.3.P.3.31.31.1.2.3",6,0.002082,0.318,5.41188969546038e-07,0.2138,2.58056086556949e-06,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2690.6.3.P.3.9.9.2.1.3",6,"BRCA-485.5.3.N.2.44.4.2.4.1",5,0.001684,0.5116,2.83533455640505e-17,-0.247,4.47848608633506e-08,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1897.5.3.N.3.7.9.1.1.4",5,"BRCA-3500.4.3.P.3.2.20.2.4.5",4,0.001938,0.5231,6.55739009984558e-18,0.3491,8.47578514664428e-15,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-551.5.3.P.3.35.35.2.4.1",5,"BRCA-989.5.3.N.2.95.94.1.4.1",5,0.002518,-0.5958,2.9125404783978e-24,-0.0296,0.519540355709927,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-3328.6.3.N.1.9.36.2.3.2",6,"BRCA-998.5.3.N.1.35.31.3.2.1",5,0.001614,-0.5962,2.14487251983933e-24,0.3707,4.11093408630412e-17,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2138.5.3.P.1.31.62.2.4.2",5,"BRCA-989.5.3.N.2.95.94.1.4.1",5,0.003856,0.6151,1.75686309037371e-26,-0.4279,1.06079576317698e-22,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1962.5.3.P.3.4.7.1.4.3",5,"BRCA-966.5.3.N.2.95.71.1.4.2",5,0.001642,-0.2299,0.000339158157450167,-0.302,1.77649893338623e-11,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-351.6.3.P.3.31.1.1.4.2",6,"BRCA-568.5.3.P.3.44.44.1.2.1",5,0.003206,0.4289,4.55863735533855e-12,0.6389,7.53391118361099e-56,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1292.4.3.N.2.64.64.1.4.3",4,"BRCA-989.5.3.N.2.95.94.1.4.1",5,0.001967,0.5085,9.99673337546168e-17,0.2222,1.37571486551937e-06,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2057.5.3.N.2.22.32.1.4.1",5,"BRCA-482.5.3.N.2.2.22.1.4.3",5,0.003221,-0.265,1.14514058389256e-05,-0.4715,2.87651109130235e-28,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2592.6.3.P.3.44.79.2.4.3",6,"BRCA-896.5.3.N.2.14.43.1.4.1",5,0.002702,-0.1175,0.063611164651766,0.6989,2.69165605805207e-77,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-314.6.3.N.1.20.26.3.2.1",6,"BRCA-2151.5.3.N.2.7.2.1.1.3",5,0.001028,-0.2252,0.000462783670834901,-0.0435,0.344652158328215,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1474.6.3.N.3.62.65.3.3.1",6,"BRCA-989.5.3.N.2.95.94.1.4.1",5,0.001759,0.0059,0.928035382079777,-0.1997,1.13401192828717e-05,"NEUTRAL (Contextual Noise)"
"BRCA_DFI_df008","BRCA-2094.5.3.P.3.64.89.1.2.8",5,"BRCA-2236.5.3.P.1.30.62.4.4.2",5,0.002389,-0.6718,2.97538389764731e-33,0.2269,1.02435098115279e-09,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1942.5.3.N.3.1.1.2.2.2",5,"BRCA-418.5.3.N.3.93.9.3.1.1",5,0.002624,0.6586,5.67236004010377e-31,0.423,4.85491469445659e-22,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2669.6.3.N.2.2.64.1.4.3",6,"BRCA-3276.6.3.N.1.44.11.3.4.1",6,0.002924,-0.2584,5.30030498204991e-05,0.0386,0.401808318878622,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-3386.6.3.P.3.44.42.1.3.4",6,"BRCA-974.5.3.N.1.35.34.3.1.1",5,0.002371,0.3325,1.50236051536808e-07,-0.2166,1.88919268696405e-06,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-392.6.3.P.3.14.4.1.2.2",6,"BRCA-2178.5.3.P.2.95.71.3.2.1",5,0.002047,-0.2185,0.000688028140128701,-0.4544,1.41617441870716e-25,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2165.5.3.P.3.1.30.2.4.5",5,"BRCA-607.5.3.P.3.43.83.1.2.1",5,0.002954,0.1871,0.003778241849136,0.6421,1.12523211403578e-56,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-947.5.3.N.2.20.20.1.3.2",5,"BRCA-641.5.3.N.2.1.1.1.2.1",5,0.001417,0.6787,1.75108608695478e-33,0.0973,0.0340065146114613,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-903.5.3.N.2.1.1.1.2.1",5,"BRCA-2463.6.3.N.2.35.34.1.4.2",6,0.003052,-0.6818,6.94745443630119e-34,0.5315,4.6674595076307e-36,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-470.5.3.N.2.31.1.1.1.1",5,"BRCA-873.5.3.N.2.26.11.1.4.2",5,0.001126,-0.091,0.161541197990119,-0.4909,3.58275837108113e-30,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-617.5.3.P.1.1.77.1.4.2",5,"BRCA-310.6.3.P.3.30.69.1.3.2",6,0.003472,-0.2649,3.49143186302744e-05,-0.0643,0.161038319212176,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1990.5.3.N.2.5.4.1.2.3",5,"BRCA-2912.6.3.N.2.95.95.1.4.2",6,0.002489,0.0013,0.984151611311309,-0.6019,3.04624954736485e-48,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-3388.6.3.N.2.20.20.1.4.4",6,"BRCA-818.5.3.N.2.95.95.1.2.2",5,0.001854,0.2248,0.000473645177901825,0.065,0.157007037301653,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2333.5.3.N.2.1.31.1.2.5",5,"BRCA-1906.5.3.P.2.14.11.2.4.1",5,0.001203,0.3971,2.06529940755344e-10,-0.1594,0.000487890779329134,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-3080.6.3.N.1.89.92.2.4.1",6,"BRCA-818.5.3.N.2.95.95.1.2.2",5,0.00176,-0.5689,8.30977040391701e-22,-0.0365,0.427890239434325,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-837.5.3.P.3.44.56.1.3.1",5,"BRCA-310.6.3.P.3.30.69.1.3.2",6,0.002941,-0.0388,0.551057207674323,-0.3046,1.18549869560935e-11,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-1135.6.3.N.2.44.43.1.4.1",6,"BRCA-220.3.3.N.3.14.31.1.2.1",3,0.001706,-0.2306,0.00037595716310039,-0.7238,6.09351693949371e-77,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2126.5.3.N.3.69.82.2.3.1",5,"BRCA-1818.5.3.P.3.14.23.2.4.5",5,0.002733,-0.6378,1.40824043362604e-28,0.2836,3.10224921807072e-10,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-992.5.3.N.2.28.95.2.3.2",5,"BRCA-1768.5.3.N.2.93.90.1.4.1",5,0.002322,-0.2699,2.43583653707824e-05,-0.4024,6.49809623512229e-20,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1975.5.3.N.3.95.2.1.1.2",5,"BRCA-3501.4.3.P.3.20.26.2.4.5",4,0.001872,-0.7123,2.25605545623071e-37,-0.6582,6.09962821887318e-59,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2307.5.3.N.1.87.71.2.4.2",5,"BRCA-825.5.3.N.2.87.51.1.2.2",5,0.001288,-0.4128,7.85025735899524e-12,0.5093,2.50740887918796e-47,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-2993.6.3.P.2.44.32.3.1.2",6,"BRCA-2343.5.3.P.3.95.95.1.4.1",5,0.001953,0.5889,1.29685198199177e-23,-0.6664,2.70805835404536e-62,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2282.5.3.N.2.89.20.1.4.1",5,"BRCA-3540.4.3.P.3.35.62.2.4.1",4,0.001483,0.1106,0.0885892049621232,-0.0016,0.972108367386692,"NEUTRAL (Contextual Noise)"
"BRCA_DFI_df008","BRCA-1822.5.3.N.2.12.1.1.2.2",5,"BRCA-1560.6.3.N.3.64.36.2.4.1",6,0.003217,0.397,2.08848272574734e-10,-0.1116,0.0149998654550579,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-724.5.3.N.2.20.20.1.2.7",5,"BRCA-2384.5.3.N.2.14.17.1.1.3",5,0.001944,0.7009,1.69849643669327e-36,0.6824,1.61494792416484e-66,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1852.5.3.P.3.2.2.3.4.4",5,"BRCA-857.5.3.N.2.95.93.1.2.2",5,0.001434,-0.6432,2.66720886912777e-29,0.3301,1.62716392231083e-13,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-545.5.3.P.3.42.14.2.3.1",5,"BRCA-1744.5.3.N.1.43.46.3.4.3",5,0.00142,-0.396,2.33558566556e-10,-0.2506,3.09096465006488e-08,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-364.3.3.N.2.43.30.1.2.1",3,"BRCA-1440.6.3.P.3.31.31.1.2.3",6,0.003025,0.5898,1.02721588530298e-30,-0.6375,1.13546303550381e-71,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-419.5.3.N.3.35.35.3.2.1",5,"BRCA-2026.5.3.N.1.93.47.2.3.3",5,0.002537,-0.6542,1.8604747734254e-30,-0.2192,1.41514481178177e-06,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1655.3.3.N.2.7.126.4.4.1",3,"BRCA-1709.1.3.P.3.35.83.1.4.1",1,0.001095,0.5286,6.73463864752633e-20,-0.532,4.61285514477859e-36,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-1594.6.3.N.2.43.11.1.2.2",6,"BRCA-1794.5.3.N.2.9.7.2.4.1",5,0.001342,-0.5197,7.20621677918271e-18,0.0745,0.105016724236279,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-366.6.3.P.3.14.11.1.3.1",6,"BRCA-2178.5.3.P.2.95.71.3.2.1",5,0.002839,-0.3698,3.974471572673e-09,-0.5889,1.10341503004584e-45,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-841.5.3.N.1.93.54.2.3.3",5,"BRCA-752.5.3.N.2.26.20.1.2.3",5,0.002815,-0.1588,0.0141562381231054,-0.8355,4.37423956875615e-125,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-968.5.3.P.3.31.30.2.4.2",5,"BRCA-2343.5.3.P.3.95.95.1.4.1",5,0.002038,-0.5328,7.4787058912428e-19,0.3585,7.48418377568402e-16,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1960.5.3.P.3.15.66.1.4.1",5,"BRCA-2026.5.3.N.1.93.47.2.3.3",5,0.001194,0.1563,0.0147129646021271,0.4654,2.39831153918771e-39,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-2867.6.3.N.2.95.2.1.2.5",6,"BRCA-1949.5.3.N.2.4.14.1.4.1",5,0.001876,0.6054,3.43022326413246e-25,0.4035,4.97191320504636e-20,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-3355.6.3.N.2.71.32.1.4.5",6,"BRCA-597.5.3.N.2.31.35.1.2.2",5,0.001857,-0.4631,4.70787005794515e-14,-0.2059,5.95352898561985e-06,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-1765.5.3.N.3.28.9.1.1.2",5,"BRCA-627.5.3.N.2.95.95.1.4.2",5,0.001444,0.3994,1.57424621688196e-10,-0.1401,0.000173866196810521,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-928.5.3.N.2.35.34.1.2.2",5,"BRCA-949.5.3.N.2.35.34.1.4.2",5,0.001018,0.142,0.0284993567439753,-0.355,1.4960578270627e-15,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-2612.6.3.N.1.93.90.3.2.3",6,"BRCA-1014.6.3.N.1.62.62.3.4.1",6,0.001309,-0.1279,0.0488136935796036,-0.335,6.3880458724687e-14,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-1355.6.3.P.3.42.83.1.3.2",6,"BRCA-896.5.3.N.2.14.43.1.4.1",5,0.001695,0.1322,0.0415298391127085,0.7954,3.87054086164582e-105,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"BRCA_DFI_df008","BRCA-125.6.3.N.2.95.95.1.2.1",6,"BRCA-945.5.3.N.2.95.89.1.4.1",5,0.002235,0.4324,2.91798127144761e-12,0.3348,6.67224849491257e-14,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2704.6.3.N.2.62.30.1.4.2",6,"BRCA-721.5.3.P.2.14.26.3.4.2",5,0.001468,-0.4515,2.102982635257e-13,0.253,2.35277266922287e-08,"ANTAGONISM (Rescue/Protective Effect)"
"BRCA_DFI_df008","BRCA-534.5.3.N.3.95.94.3.3.1",5,"BRCA-568.5.3.P.3.44.44.1.2.1",5,0.003144,0.8608,3.43935192198327e-71,0.5815,2.5179704124446e-44,"SYNERGY (Hazard Amplification)"
"BRCA_DFI_df008","BRCA-2936.3.3.N.3.14.127.1.4.3",3,"BRCA-3449.6.3.P.3.31.20.1.2.4",6,0.000895,0.5065,4.91766639582908e-23,-0.4795,1.04264567596692e-35,"SYNERGY (Hazard Amplification)"
